AÑO,CATEGORIAS,CONDICIONES SOCIOECONÓMICAS,CANTIDAD,ANALISIS
2011,Vinos,< 2000 Habit.,11.415349307227284,Población del municipio
2011,Cervezas,< 2000 Habit.,14.651480733809096,Población del municipio
2011,Vinagres,< 2000 Habit.,1.3023286858072067,Población del municipio
2011,Patatas,< 2000 Habit.,27.115014856112737,Población del municipio
2011,Hortalizas frescas,< 2000 Habit.,71.63496427827717,Población del municipio
2011,Frutas frescas,< 2000 Habit.,105.9344993310398,Población del municipio
2011,Frutos secos,< 2000 Habit.,3.182972354924476,Población del municipio
2011,Frutas y hortalizas transformadas,< 2000 Habit.,11.761059403264197,Población del municipio
2011,Platos preparados,< 2000 Habit.,9.727588445028964,Población del municipio
2011,Cafes e infusiones,< 2000 Habit.,1.550836388082707,Población del municipio
2011,Caldos,< 2000 Habit.,0.216140068832263,Población del municipio
2011,Salsas,< 2000 Habit.,1.8573487610406085,Población del municipio
2011,Aguas envasadas,< 2000 Habit.,44.703711101506784,Población del municipio
2011,Gaseosas y bebidas refrescantes,< 2000 Habit.,41.607386769548285,Población del municipio
2011,Masas,< 2000 Habit.,0.3270806232035874,Población del municipio
2011,Harinas y semolas,< 2000 Habit.,2.5055726696856606,Población del municipio
2011,Encurtidos,< 2000 Habit.,0.4683693632557602,Población del municipio
2011,Especias,< 2000 Habit.,0.09509232630582573,Población del municipio
2011,Sal,< 2000 Habit.,1.4438675039444686,Población del municipio
2011,Otros productos en peso,< 2000 Habit.,0.6958167261503985,Población del municipio
2011,Otros productos en volumen,< 2000 Habit.,2.9570899968203963,Población del municipio
2012,Huevos,< 2000 Habit.,8.973284640333048,Población del municipio
2012,Miel,< 2000 Habit.,0.4190895156416499,Población del municipio
2012,Carne,< 2000 Habit.,58.78883982672191,Población del municipio
2012,Pescados y mariscos,< 2000 Habit.,27.283887666386093,Población del municipio
2012,Leche líquida,< 2000 Habit.,88.08988655622566,Población del municipio
2012,Otras leches,< 2000 Habit.,0.6466233624079211,Población del municipio
2012,Derivados lacteos,< 2000 Habit.,31.87703193459654,Población del municipio
2012,Pan,< 2000 Habit.,42.89759264368538,Población del municipio
2012,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,12.651722330440212,Población del municipio
2012,Productos navideños,< 2000 Habit.,0.7248412294400992,Población del municipio
2012,Chocolates,< 2000 Habit.,3.5115774425360904,Población del municipio
2012,Arroz,< 2000 Habit.,3.9867850659032658,Población del municipio
2012,Pastas,< 2000 Habit.,4.020782481564092,Población del municipio
2012,Azucar,< 2000 Habit.,5.038090973227946,Población del municipio
2012,Edulcorante,< 2000 Habit.,0.09491959135781936,Población del municipio
2012,Legumbres,< 2000 Habit.,3.377584241691384,Población del municipio
